company_id,company_name,industry,region,ownership_type,supply_chain_role,relationship_stage,employees,revenue_twd_mn,export_ratio,digital_maturity,supply_chain_pressure,major_customer_pressure,transition_project,project_capex_twd_mn,expected_energy_saving_pct,expected_emission_reduction_tons,payback_years,ownership_years,customer_concentration,supplier_concentration,description
CMP_060,信食品股份060,食品加工,桃園,上市櫃企業,出口導向供應商,第三方導入,1101,958.1098393872428,0.4813115882312039,0.5942752595996197,0.6691316548076409,品牌商,屋頂光電,52.45489492095231,0.31778644031659903,2032.734025423482,1.6705761243634423,21,0.3991383531588023,0.6125633589074483,信食品股份060 為 食品加工 企業，現階段主要關注「屋頂光電」專案，同時面臨 品牌商 帶來的減碳揭露與交期要求。
CMP_061,嘉電子精密061,電子零組件,新竹,外資背景,二階供應商,已送件待補件,760,3979.1090652498124,0.7507810147671495,0.479292312759131,0.9042699896559081,國際品牌,製程節能,30.205461102338035,0.1883133716302239,818.0519270812788,2.2225642348509087,33,0.43147353060494925,0.6915485190960969,嘉電子精密061 為 電子零組件 企業，現階段主要關注「製程節能」專案，同時面臨 國際品牌 帶來的減碳揭露與交期要求。
CMP_062,華電子股份062,電子零組件,台中,家族企業,二階供應商,銀行邀請入平台,517,1863.8668235795433,0.47810153272702427,0.7525702936888601,0.7098172140295942,國際品牌,製程節能,222.27185252043765,0.07127104718317866,2651.898977777733,6.219433524311562,29,0.6597559161106351,0.7349207842285295,華電子股份062 為 電子零組件 企業，現階段主要關注「製程節能」專案，同時面臨 國際品牌 帶來的減碳揭露與交期要求。
CMP_063,群精工股份063,金屬加工,高雄,上市櫃企業,OEM/ODM,銀行邀請入平台,654,2186.7872420274307,0.3480338305331011,0.9279967157962553,0.5698012931339218,出口客戶,熱處理優化,237.23615009282958,0.17740427661978686,3781.25068537982,3.2487571398202926,30,0.4616320692694735,0.19800035135361685,群精工股份063 為 金屬加工 企業，現階段主要關注「熱處理優化」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_064,群精工科技064,金屬加工,台中,上市櫃企業,通路供應商,銀行邀請入平台,413,493.33656359583995,0.6375245454413029,0.754374925668158,0.36185986720561497,品牌製造商,熱處理優化,178.62304391775666,0.09622158496831684,1653.8724464418003,2.1487342796604656,13,0.3614532906235066,0.5383366593565523,群精工科技064 為 金屬加工 企業，現階段主要關注「熱處理優化」專案，同時面臨 品牌製造商 帶來的減碳揭露與交期要求。
CMP_065,華包材工業065,塑膠與包材,台中,家族企業,通路供應商,第三方導入,1095,670.10422717653,0.5445048086595897,0.7778485717584936,0.9217534810913394,出口法規,空壓節能,112.92065311509103,0.251919761813084,212.86177102345852,3.560331809127679,30,0.5705455644372772,0.39524458956550534,華包材工業065 為 塑膠與包材 企業，現階段主要關注「空壓節能」專案，同時面臨 出口法規 帶來的減碳揭露與交期要求。
CMP_066,群包材工業066,塑膠與包材,高雄,外資背景,二階供應商,已送件待補件,1022,2444.968748634457,0.3642168525348094,0.6821745252452172,0.6438945536554777,出口法規,能源監測,221.61410701168487,0.3338972406140772,4341.3515274598185,5.529203034234799,39,0.66805765885609,0.41797673118423,群包材工業066 為 塑膠與包材 企業，現階段主要關注「能源監測」專案，同時面臨 出口法規 帶來的減碳揭露與交期要求。
CMP_067,華電子工業067,電子零組件,新竹,上市櫃企業,二階供應商,銀行邀請入平台,566,1477.1087531301155,0.6287517393746183,0.526485283022424,0.5046850458214126,ESG 採購規範,空調優化,56.086382321056334,0.06210196918399996,2002.6634199880177,5.7065585126760645,9,0.2685306048742715,0.6000882587334917,華電子工業067 為 電子零組件 企業，現階段主要關注「空調優化」專案，同時面臨 ESG 採購規範 帶來的減碳揭露與交期要求。
CMP_068,嘉包材能源068,塑膠與包材,高雄,外資背景,出口導向供應商,銀行邀請入平台,169,460.00408488881925,0.918859802309771,0.46748040217085496,0.44237814954657584,零售通路,循環材料導入,48.809391750236806,0.2814066326908783,1628.0159109893218,6.178184921334347,6,0.6046100846266155,0.18934377747601983,嘉包材能源068 為 塑膠與包材 企業，現階段主要關注「循環材料導入」專案，同時面臨 零售通路 帶來的減碳揭露與交期要求。
CMP_069,富紡織實業069,紡織成衣,桃園,外資背景,一階供應商,已送件待補件,1004,502.13137721566716,0.44726622363731616,0.6868328064211913,0.6504596894481669,出口客戶,蒸汽系統更新,38.32377630541168,0.26379612371124117,5666.51852739889,3.11896249319671,15,0.45185723188189175,0.1518798758252962,富紡織實業069 為 紡織成衣 企業，現階段主要關注「蒸汽系統更新」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_070,嘉精工工業070,金屬加工,台中,上市櫃企業,通路供應商,銀行邀請入平台,923,2223.3480050458656,0.7457203771978319,0.8575932459220115,0.8427384719587072,汽車供應鏈,高效馬達,233.79259978639425,0.10029443490199633,5108.273419649252,1.9189142580481588,22,0.2782563341149529,0.4509808082298554,嘉精工工業070 為 金屬加工 企業，現階段主要關注「高效馬達」專案，同時面臨 汽車供應鏈 帶來的減碳揭露與交期要求。
CMP_071,台冷鏈物流071,冷鏈物流,高雄,家族企業,一階供應商,已送件待補件,113,237.13171731018207,0.10042537021587854,0.6161531624135005,0.8147743287753378,量販通路,冷媒改善,225.89623853703134,0.2904748907860265,3162.746903031149,5.823679348187493,5,0.4324681714808028,0.5774344847859512,台冷鏈物流071 為 冷鏈物流 企業，現階段主要關注「冷媒改善」專案，同時面臨 量販通路 帶來的減碳揭露與交期要求。
CMP_072,嘉食品科技072,食品加工,高雄,上市櫃企業,二階供應商,銀行邀請入平台,416,803.0337415639914,0.5134264556004674,0.8076622526484221,0.6288077827143976,出口客戶,熱回收,36.06567577718155,0.10936158220619645,1082.9820455164331,5.8447811631572595,8,0.43504423902349587,0.7340408435634991,嘉食品科技072 為 食品加工 企業，現階段主要關注「熱回收」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_073,和包材材料073,塑膠與包材,新北,家族企業,OEM/ODM,前審中,194,1761.5663781786168,0.4679581959050255,0.5896800877852151,0.8750505194324494,零售通路,能源監測,85.82547750135697,0.2657230366185624,3319.9261226311673,4.374907349848176,18,0.6347409739153137,0.13647821429832085,和包材材料073 為 塑膠與包材 企業，現階段主要關注「能源監測」專案，同時面臨 零售通路 帶來的減碳揭露與交期要求。
CMP_074,永紡織精密074,紡織成衣,台南,民營企業,OEM/ODM,前審中,1119,255.95072606327045,0.49867750201026595,0.5087126397592248,0.601193652388881,供應鏈稽核,屋頂光電,142.8700253384671,0.1481298931980267,3306.624183910115,5.053922865552043,14,0.2222906949884127,0.12066182831410328,永紡織精密074 為 紡織成衣 企業，現階段主要關注「屋頂光電」專案，同時面臨 供應鏈稽核 帶來的減碳揭露與交期要求。
CMP_075,鼎食品精密075,食品加工,彰化,家族企業,二階供應商,銀行邀請入平台,282,2344.71782447945,0.6299584258474186,0.4548958146815839,0.8841583770941712,零售通路,冷凍設備汰換,158.513974662907,0.11473622268296114,3966.894492675239,2.556098362418289,37,0.3124705021701374,0.38209510124867857,鼎食品精密075 為 食品加工 企業，現階段主要關注「冷凍設備汰換」專案，同時面臨 零售通路 帶來的減碳揭露與交期要求。
CMP_076,鼎食品工業076,食品加工,台中,民營企業,二階供應商,第三方導入,125,606.2546839988534,0.8054311466995315,0.5454422941943577,0.5664552119109522,品牌商,冷凍設備汰換,232.64953600039593,0.3203066538574755,651.0336470512399,1.9799759639583168,11,0.2538089203910323,0.5041329389123934,鼎食品工業076 為 食品加工 企業，現階段主要關注「冷凍設備汰換」專案，同時面臨 品牌商 帶來的減碳揭露與交期要求。
CMP_077,和精工科技077,金屬加工,台南,家族企業,OEM/ODM,第三方導入,177,2760.0993074321937,0.7185026422490719,0.8500834035251946,0.6656363161316126,品牌製造商,空壓機改善,156.33093483191027,0.2857334703245231,1054.3516277267279,6.68462437706237,16,0.49595012881321326,0.7219485316983575,和精工科技077 為 金屬加工 企業，現階段主要關注「空壓機改善」專案，同時面臨 品牌製造商 帶來的減碳揭露與交期要求。
CMP_078,和精工實業078,金屬加工,彰化,民營企業,出口導向供應商,第三方導入,973,1354.5824364270923,0.579497216300048,0.42811209243415,0.5426513758471129,出口客戶,高效馬達,115.12399745484464,0.1808253210324593,3701.613321867738,6.4045547140405645,17,0.7769789565804688,0.3627250273090113,和精工實業078 為 金屬加工 企業，現階段主要關注「高效馬達」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_079,華紡織股份079,紡織成衣,台南,民營企業,OEM/ODM,銀行邀請入平台,418,1035.030210359395,0.565706068951364,0.6317089259843465,0.7452520458900205,國際服飾品牌,蒸汽系統更新,55.685344941423416,0.26247186460070815,2305.633189906298,2.558510451824776,33,0.6635453071829933,0.2796018646541303,華紡織股份079 為 紡織成衣 企業，現階段主要關注「蒸汽系統更新」專案，同時面臨 國際服飾品牌 帶來的減碳揭露與交期要求。
CMP_080,信電子材料080,電子零組件,新竹,民營企業,出口導向供應商,貸後追蹤中,1165,4351.270421426349,0.5898635138405495,0.7580580719848635,0.3815455941938332,ESG 採購規範,ISO 50001 導入,24.44278983424175,0.25051726558757814,3298.4610391186575,1.5432751609128013,4,0.6558143751823265,0.6483301089828927,信電子材料080 為 電子零組件 企業，現階段主要關注「ISO 50001 導入」專案，同時面臨 ESG 採購規範 帶來的減碳揭露與交期要求。
CMP_081,信冷鏈精密081,冷鏈物流,台中,家族企業,通路供應商,銀行邀請入平台,613,918.4997765894707,0.10448794924439454,0.8298563246210955,0.5484296400476633,量販通路,冷凍機汰換,204.85243632842534,0.19904533407695885,3148.710923862874,6.613246148801371,6,0.7276109578895382,0.23631776151432082,信冷鏈精密081 為 冷鏈物流 企業，現階段主要關注「冷凍機汰換」專案，同時面臨 量販通路 帶來的減碳揭露與交期要求。
CMP_082,宏包材能源082,塑膠與包材,台中,民營企業,出口導向供應商,已送件待補件,1155,1618.1399202098235,0.4070604278881289,0.4116747612207068,0.836577741343953,出口法規,能源監測,105.64617012256346,0.17693340194313278,757.2427557819854,5.691653015454888,20,0.7161387892397062,0.2963262234355135,宏包材能源082 為 塑膠與包材 企業，現階段主要關注「能源監測」專案，同時面臨 出口法規 帶來的減碳揭露與交期要求。
CMP_083,富紡織物流083,紡織成衣,高雄,民營企業,通路供應商,第三方導入,388,1856.2084572895376,0.11965569153292348,0.6674790406980089,0.6282054288089005,出口客戶,蒸汽系統更新,24.823277418830102,0.18928361521166265,3067.2751135791686,2.557362575416928,20,0.3006235539278729,0.3333674683992758,富紡織物流083 為 紡織成衣 企業，現階段主要關注「蒸汽系統更新」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_084,華食品物流084,食品加工,彰化,民營企業,出口導向供應商,第三方導入,631,414.2805613180309,0.4320951304265702,0.8434714575291169,0.934650273865308,品牌商,熱回收,120.61370762129488,0.0700516880820605,3137.9162973746547,6.765132182648976,20,0.7935728166220377,0.14504752188214118,華食品物流084 為 食品加工 企業，現階段主要關注「熱回收」專案，同時面臨 品牌商 帶來的減碳揭露與交期要求。
CMP_085,信冷鏈工業085,冷鏈物流,新北,上市櫃企業,出口導向供應商,第三方導入,857,647.9120300499358,0.8404511057930322,0.37751999488265986,0.9115244612066483,量販通路,冷凍機汰換,146.05004747908828,0.3164085602060387,3325.8032095021294,3.54505982795325,34,0.22039498925047743,0.7206264392441912,信冷鏈工業085 為 冷鏈物流 企業，現階段主要關注「冷凍機汰換」專案，同時面臨 量販通路 帶來的減碳揭露與交期要求。
CMP_086,永精工物流086,金屬加工,高雄,外資背景,出口導向供應商,前審中,956,1145.7494715416267,0.33455878750912416,0.9382676488838021,0.40657163209280417,出口客戶,空壓機改善,246.12867606307395,0.09554187190145753,4631.910592755069,4.3466487480376585,36,0.5278371808511108,0.6773313773187184,永精工物流086 為 金屬加工 企業，現階段主要關注「空壓機改善」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_087,盛冷鏈實業087,冷鏈物流,新北,家族企業,OEM/ODM,銀行邀請入平台,1167,1312.9832330212485,0.4960094793668628,0.6284063533201256,0.581804874333909,電商平台,車隊電動化,124.2878587654554,0.32059165679249374,3581.904169157408,1.5899503037958667,15,0.31172466752832484,0.7249563351215895,盛冷鏈實業087 為 冷鏈物流 企業，現階段主要關注「車隊電動化」專案，同時面臨 電商平台 帶來的減碳揭露與交期要求。
CMP_088,盛食品科技088,食品加工,彰化,家族企業,一階供應商,第三方導入,481,709.2642272869564,0.8676650839449609,0.946087565247758,0.4918162612301267,零售通路,屋頂光電,238.54995509243224,0.2104212874344152,3660.6602643187416,2.490083158691522,25,0.692373517231264,0.5030291232734616,盛食品科技088 為 食品加工 企業，現階段主要關注「屋頂光電」專案，同時面臨 零售通路 帶來的減碳揭露與交期要求。
CMP_089,嘉電子精密089,電子零組件,桃園,上市櫃企業,一階供應商,貸後追蹤中,1041,4949.331224328343,0.3852786361204057,0.405253225706618,0.48555737475006944,半導體客戶,空調優化,59.788148755589255,0.14980555330696646,3816.257582330523,5.033408331298425,10,0.32633318570375336,0.5675822032978592,嘉電子精密089 為 電子零組件 企業，現階段主要關注「空調優化」專案，同時面臨 半導體客戶 帶來的減碳揭露與交期要求。
CMP_090,台精工能源090,金屬加工,彰化,外資背景,OEM/ODM,已送件待補件,868,723.24166400589,0.2540809348099109,0.41546054132783744,0.6485886214192272,汽車供應鏈,製程數位監控,132.0969122812586,0.17809449756007717,462.24331689236783,4.601965808207927,22,0.3258993742228367,0.515317567742011,台精工能源090 為 金屬加工 企業，現階段主要關注「製程數位監控」專案，同時面臨 汽車供應鏈 帶來的減碳揭露與交期要求。
CMP_091,台電子物流091,電子零組件,台中,上市櫃企業,出口導向供應商,前審中,94,5108.796796139708,0.48458416479039124,0.897020776670326,0.6353367039397608,半導體客戶,製程節能,171.294502340428,0.29974412106305015,3689.6943332271962,3.277437628113878,20,0.609986680713003,0.7155639167541075,台電子物流091 為 電子零組件 企業，現階段主要關注「製程節能」專案，同時面臨 半導體客戶 帶來的減碳揭露與交期要求。
CMP_092,鼎電子科技092,電子零組件,台中,家族企業,通路供應商,銀行邀請入平台,732,2117.470375554179,0.7659408281733886,0.658515011993072,0.7919438558694398,半導體客戶,空調優化,168.57212078213112,0.2692355440537796,5197.614712883902,2.871967086045815,11,0.25086352550435476,0.7127489289040301,鼎電子科技092 為 電子零組件 企業，現階段主要關注「空調優化」專案，同時面臨 半導體客戶 帶來的減碳揭露與交期要求。
CMP_093,群紡織精密093,紡織成衣,彰化,民營企業,通路供應商,前審中,214,543.4739455740007,0.3388901519179419,0.6729287259560353,0.8796953396204468,出口客戶,屋頂光電,51.119358603968536,0.1365603165954683,1843.665926610269,2.087291470976812,30,0.6312180457754835,0.16335761151565395,群紡織精密093 為 紡織成衣 企業，現階段主要關注「屋頂光電」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_094,盛電子科技094,電子零組件,桃園,家族企業,二階供應商,前審中,314,2657.503198639434,0.7133519057410065,0.84719458869344,0.6189443799023642,國際品牌,ISO 50001 導入,111.0547054917836,0.12745959259600742,4380.18565680007,3.094772569402892,21,0.35459477129333483,0.20115200512730694,盛電子科技094 為 電子零組件 企業，現階段主要關注「ISO 50001 導入」專案，同時面臨 國際品牌 帶來的減碳揭露與交期要求。
CMP_095,和食品物流095,食品加工,高雄,上市櫃企業,通路供應商,已送件待補件,546,913.1744017862709,0.40280372989959423,0.4939583301985371,0.8078932938919402,出口客戶,冷凍設備汰換,165.31153875880887,0.3091382506311633,5277.239170298272,5.673838034161161,17,0.23193856027129556,0.129799444372883,和食品物流095 為 食品加工 企業，現階段主要關注「冷凍設備汰換」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_096,和精工實業096,金屬加工,高雄,上市櫃企業,二階供應商,前審中,581,1642.0578871831153,0.4340371580476373,0.6965820842877324,0.6812976219826562,汽車供應鏈,高效馬達,258.73193233711265,0.3044153645883836,5170.222320453734,3.0974788902014865,36,0.4370634457660008,0.2862127649887416,和精工實業096 為 金屬加工 企業，現階段主要關注「高效馬達」專案，同時面臨 汽車供應鏈 帶來的減碳揭露與交期要求。
CMP_097,永紡織物流097,紡織成衣,彰化,外資背景,通路供應商,第三方導入,741,1981.2823871616545,0.38260552693952654,0.6897710869476846,0.527779778272091,出口客戶,染整節水,219.3596185405165,0.2507722523531135,1177.7890432714084,2.347496131527074,12,0.3494154947965039,0.686236813895225,永紡織物流097 為 紡織成衣 企業，現階段主要關注「染整節水」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_098,華紡織工業098,紡織成衣,彰化,民營企業,OEM/ODM,貸後追蹤中,383,431.7074850976118,0.7678685783453658,0.4935063969335434,0.5157244180739395,供應鏈稽核,屋頂光電,205.06881617708717,0.27611781610416347,2243.979041360054,5.909679271835962,13,0.3163679580153615,0.12266958091396075,華紡織工業098 為 紡織成衣 企業，現階段主要關注「屋頂光電」專案，同時面臨 供應鏈稽核 帶來的減碳揭露與交期要求。
CMP_099,群電子科技099,電子零組件,桃園,上市櫃企業,一階供應商,第三方導入,700,5170.981085016655,0.1316883340580454,0.47687882496216094,0.6613487854922504,半導體客戶,製程節能,61.26492301653155,0.11473883167104446,2425.479061153767,3.9888522039518124,32,0.5910415478835158,0.548049211799611,群電子科技099 為 電子零組件 企業，現階段主要關注「製程節能」專案，同時面臨 半導體客戶 帶來的減碳揭露與交期要求。
CMP_100,台包材精密100,塑膠與包材,高雄,民營企業,一階供應商,前審中,227,2558.828955116895,0.4307506106642852,0.9132416503127454,0.4975253522030352,品牌客戶,循環材料導入,60.41694183660899,0.18987187092960534,1735.5379269461316,5.698726417179703,11,0.7608671304899086,0.6176867752787867,台包材精密100 為 塑膠與包材 企業，現階段主要關注「循環材料導入」專案，同時面臨 品牌客戶 帶來的減碳揭露與交期要求。
CMP_101,嘉電子材料101,電子零組件,台南,民營企業,二階供應商,第三方導入,344,1643.258529074181,0.3088772470963233,0.432373238594304,0.9162790208622267,國際品牌,製程節能,54.67568471115964,0.23899009529972762,4558.218168262261,2.53904569783905,18,0.7246381568333851,0.6459960675178702,嘉電子材料101 為 電子零組件 企業，現階段主要關注「製程節能」專案，同時面臨 國際品牌 帶來的減碳揭露與交期要求。
CMP_102,華包材科技102,塑膠與包材,新北,外資背景,通路供應商,前審中,644,730.9399752540982,0.8112873023757187,0.5365381395305261,0.7213498287041156,品牌客戶,射出設備汰換,123.09957337773673,0.30546987885047683,3097.057644015037,5.421763010210473,31,0.7051238040695065,0.5845987742533837,華包材科技102 為 塑膠與包材 企業，現階段主要關注「射出設備汰換」專案，同時面臨 品牌客戶 帶來的減碳揭露與交期要求。
CMP_103,華電子精密103,電子零組件,台南,外資背景,通路供應商,銀行邀請入平台,370,877.4351144385723,0.2954375940768893,0.6567537115580154,0.6531661533758575,國際品牌,製程節能,195.44818833696257,0.24983211871261252,3072.0776558776815,2.418063262920465,16,0.7948008228024528,0.5675385259848403,華電子精密103 為 電子零組件 企業，現階段主要關注「製程節能」專案，同時面臨 國際品牌 帶來的減碳揭露與交期要求。
CMP_104,宏紡織實業104,紡織成衣,高雄,上市櫃企業,OEM/ODM,貸後追蹤中,217,1940.648393453924,0.38868155287617534,0.7393163672850656,0.6343596425828468,國際服飾品牌,廢熱回收,208.00924840652382,0.16717928557847161,5685.4772481717055,6.171061116688021,14,0.3728450289040738,0.5975197303934702,宏紡織實業104 為 紡織成衣 企業，現階段主要關注「廢熱回收」專案，同時面臨 國際服飾品牌 帶來的減碳揭露與交期要求。
CMP_105,宏冷鏈工業105,冷鏈物流,台中,民營企業,OEM/ODM,前審中,427,1150.4986863556328,0.6399542300824994,0.85605319954228,0.3646705045292089,量販通路,車隊電動化,100.32759144805678,0.30222806493498156,256.7070278461041,3.5407556709699852,19,0.21256367010880933,0.5848175656476748,宏冷鏈工業105 為 冷鏈物流 企業，現階段主要關注「車隊電動化」專案，同時面臨 量販通路 帶來的減碳揭露與交期要求。
CMP_106,嘉包材精密106,塑膠與包材,高雄,家族企業,二階供應商,已送件待補件,646,803.4225311605283,0.7117757427466793,0.8902801542236013,0.47955487425875953,零售通路,能源監測,249.8362470239858,0.25880472641529456,3715.405224938257,5.417571502552951,5,0.5202322679650812,0.4152029690760544,嘉包材精密106 為 塑膠與包材 企業，現階段主要關注「能源監測」專案，同時面臨 零售通路 帶來的減碳揭露與交期要求。
CMP_107,盛食品科技107,食品加工,桃園,外資背景,一階供應商,已送件待補件,558,1729.862893290812,0.2652586798217542,0.8917158039590705,0.8370514227315591,出口客戶,冷凍設備汰換,240.8648890923041,0.15300565335696648,1047.450526229935,2.5435696827180756,9,0.256870803264886,0.16420881119460415,盛食品科技107 為 食品加工 企業，現階段主要關注「冷凍設備汰換」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_108,台食品物流108,食品加工,台中,民營企業,出口導向供應商,前審中,137,2575.371827475794,0.20868450638015917,0.8546253033103492,0.6981441300457658,品牌商,冷凍設備汰換,189.62367497151843,0.18526997050179067,2059.4850670150827,3.9253232432311473,23,0.2886170272630788,0.6138744724776687,台食品物流108 為 食品加工 企業，現階段主要關注「冷凍設備汰換」專案，同時面臨 品牌商 帶來的減碳揭露與交期要求。
CMP_109,富紡織股份109,紡織成衣,彰化,上市櫃企業,二階供應商,前審中,338,457.8511998938721,0.302008838262246,0.8636627925810663,0.5481207773586387,國際服飾品牌,廢熱回收,68.07247922509046,0.2528924066868322,5284.036682034098,2.993103727046935,41,0.36549383286367454,0.4636570631503853,富紡織股份109 為 紡織成衣 企業，現階段主要關注「廢熱回收」專案，同時面臨 國際服飾品牌 帶來的減碳揭露與交期要求。
CMP_110,華電子物流110,電子零組件,台中,民營企業,一階供應商,前審中,553,3347.1239502062685,0.6113080231070517,0.43239867325268966,0.7661242817520317,國際品牌,製程節能,36.244313492583785,0.122263019811107,2602.3062538847703,5.411694073233644,19,0.33171972927018445,0.6344449442774451,華電子物流110 為 電子零組件 企業，現階段主要關注「製程節能」專案，同時面臨 國際品牌 帶來的減碳揭露與交期要求。
CMP_111,和精工股份111,金屬加工,高雄,民營企業,出口導向供應商,已送件待補件,670,2486.0566218501604,0.48749590633622286,0.6545084775075563,0.7218316336277841,品牌製造商,熱處理優化,32.603332194127404,0.20439248278615219,2834.7038902585687,6.377098914882881,16,0.4797251422043718,0.7165639928915153,和精工股份111 為 金屬加工 企業，現階段主要關注「熱處理優化」專案，同時面臨 品牌製造商 帶來的減碳揭露與交期要求。
CMP_112,嘉精工精密112,金屬加工,高雄,家族企業,通路供應商,銀行邀請入平台,721,1562.717861530627,0.27787122070074644,0.4080643983855542,0.35034087755536664,汽車供應鏈,空壓機改善,52.799365726301616,0.32350135973411526,1037.3277979647055,4.783851775566401,25,0.3887925517849963,0.5177680220978984,嘉精工精密112 為 金屬加工 企業，現階段主要關注「空壓機改善」專案，同時面臨 汽車供應鏈 帶來的減碳揭露與交期要求。
CMP_113,群冷鏈工業113,冷鏈物流,高雄,家族企業,通路供應商,前審中,515,1403.4110363055513,0.28915688276884344,0.9025330302776986,0.6501257895880113,量販通路,冷媒改善,76.35610624931262,0.13360397300473914,3411.5839216052386,6.765021624987552,4,0.5171348680718768,0.5161968703640978,群冷鏈工業113 為 冷鏈物流 企業，現階段主要關注「冷媒改善」專案，同時面臨 量販通路 帶來的減碳揭露與交期要求。
CMP_114,和包材材料114,塑膠與包材,新北,外資背景,出口導向供應商,銀行邀請入平台,503,2261.1287157578863,0.267165714410226,0.6724104546548962,0.8497022327969073,出口法規,能源監測,210.6198444828741,0.13535654020238563,1915.2624236643123,4.355327342506323,38,0.5388975197196877,0.43341174800138155,和包材材料114 為 塑膠與包材 企業，現階段主要關注「能源監測」專案，同時面臨 出口法規 帶來的減碳揭露與交期要求。
CMP_115,永電子能源115,電子零組件,台南,民營企業,一階供應商,第三方導入,776,2300.7828109016455,0.714322808998737,0.5534654551517968,0.5484061981678114,國際品牌,製程節能,201.03856950548493,0.21511471522872067,201.01238534123874,3.1083518696182617,8,0.5997586310290179,0.2905192451907568,永電子能源115 為 電子零組件 企業，現階段主要關注「製程節能」專案，同時面臨 國際品牌 帶來的減碳揭露與交期要求。
CMP_116,鼎冷鏈能源116,冷鏈物流,新北,民營企業,OEM/ODM,第三方導入,46,257.162185696407,0.5770163843261463,0.3632513079794947,0.8592752678816532,食品品牌,冷媒改善,211.67430130199284,0.31005469573091077,143.0153374377868,2.3644625487644357,6,0.7584986808291063,0.4606860399360361,鼎冷鏈能源116 為 冷鏈物流 企業，現階段主要關注「冷媒改善」專案，同時面臨 食品品牌 帶來的減碳揭露與交期要求。
CMP_117,和紡織能源117,紡織成衣,台南,民營企業,通路供應商,已送件待補件,209,553.4134780617682,0.6411887202744336,0.7921382615705925,0.7096560851479612,出口客戶,廢熱回收,69.98189370529815,0.07286970981523921,2094.65546319251,5.241610477632609,17,0.4610742484517982,0.5192858288989184,和紡織能源117 為 紡織成衣 企業，現階段主要關注「廢熱回收」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_118,華食品能源118,食品加工,高雄,家族企業,二階供應商,銀行邀請入平台,770,1657.1779442018235,0.764626166841034,0.7841405507608266,0.41167861768684966,出口客戶,熱回收,126.44912842449652,0.17590048933528823,1090.5351331913644,5.851843930490862,12,0.7724394679915036,0.2448359578126834,華食品能源118 為 食品加工 企業，現階段主要關注「熱回收」專案，同時面臨 出口客戶 帶來的減碳揭露與交期要求。
CMP_119,群電子科技119,電子零組件,台南,外資背景,一階供應商,貸後追蹤中,1117,387.51869995838604,0.8584692276196952,0.9306765619493538,0.3572311178095551,半導體客戶,ISO 50001 導入,34.14825427192012,0.29794097538541015,3591.097623227546,4.719578418616761,22,0.5459788649735098,0.215219463033391,群電子科技119 為 電子零組件 企業，現階段主要關注「ISO 50001 導入」專案，同時面臨 半導體客戶 帶來的減碳揭露與交期要求。
CMP_120,鼎精工工業120,金屬加工,彰化,上市櫃企業,出口導向供應商,已送件待補件,860,2424.5146791671277,0.6984202289759095,0.8678768378011609,0.6334812065386929,汽車供應鏈,空壓機改善,57.82780962708624,0.12148228581658557,2733.635476549486,6.489869361697425,18,0.6498536612869875,0.2534511238710729,鼎精工工業120 為 金屬加工 企業，現階段主要關注「空壓機改善」專案，同時面臨 汽車供應鏈 帶來的減碳揭露與交期要求。
